"","...1","Transaction unique identifier","Price","Date of Transfer","Property Type","Old/New","Duration","Town/City","District","County","PPDCategory Type","Record Status - monthly file only"
"154",154,"{0112592A-30DF-4335-B82D-637AFADCFD86}",243000,2008-07-11,"T",FALSE,"F","CHESHAM","CHILTERN","BUCKINGHAMSHIRE","A","A"
"155",155,"{3C34F1EB-357B-47A1-BB58-37DD72D77413}",244500,2008-09-19,"D",FALSE,"F","HIGH WYCOMBE","WYCOMBE","BUCKINGHAMSHIRE","A","A"
"156",156,"{707FD481-AF8C-4371-94FC-93B94E5B9B4C}",280000,2008-05-30,"S",FALSE,"F","HIGH WYCOMBE","WYCOMBE","BUCKINGHAMSHIRE","A","A"
"157",157,"{B418865A-6E66-43A9-9C2D-1CCCD522ECB3}",440000,2009-08-12,"D",FALSE,"F","PRINCES RISBOROUGH","WYCOMBE","BUCKINGHAMSHIRE","A","A"
"158",158,"{65153B3F-90F7-4CB3-8C80-69E07A068F7E}",210000,2008-06-16,"S",FALSE,"F","AYLESBURY","AYLESBURY VALE","BUCKINGHAMSHIRE","A","A"
"159",159,"{77F73ED2-A6A7-4D9D-A092-69D287422899}",98000,2009-06-10,"S",FALSE,"L","BEXHILL-ON-SEA","ROTHER","EAST SUSSEX","A","A"
"160",160,"{C4969418-C7D9-40D6-9629-AA622BFAE7B8}",164000,2008-01-14,"F",FALSE,"L","AMERSHAM","CHILTERN","BUCKINGHAMSHIRE","A","A"
"161",161,"{7F8DD97E-C47E-408D-A0DC-3B2588A93393}",172000,2008-10-31,"T",FALSE,"F","HAILSHAM","WEALDEN","EAST SUSSEX","A","A"
"162",162,"{F7B0E07A-0515-43CE-B3F1-192F35E56012}",340000,2008-10-20,"D",FALSE,"F","SLOUGH","SOUTH BUCKS","BUCKINGHAMSHIRE","A","A"
"163",163,"{B3597303-5C3F-4BF6-A02F-6976A7FABBC6}",170000,2009-04-07,"F",FALSE,"L","EASTBOURNE","EASTBOURNE","EAST SUSSEX","A","A"
"164",164,"{EFE2B00B-5B3A-459F-8E59-A8C3B1BDBCCA}",90000,2009-05-15,"T",FALSE,"F","ST LEONARDS-ON-SEA","HASTINGS","EAST SUSSEX","A","A"
"165",165,"{5B070D87-5AE1-4DD4-9D3D-0719C30F2DB9}",575000,2009-12-07,"D",FALSE,"F","HIGH WYCOMBE","WYCOMBE","BUCKINGHAMSHIRE","A","A"
"166",166,"{DADCCC4F-9753-4356-9E37-981EA3FB99BF}",179000,2008-05-23,"S",FALSE,"F","AYLESBURY","AYLESBURY VALE","BUCKINGHAMSHIRE","A","A"
"167",167,"{71AE6C0C-AB6F-49C6-8633-34BC94104497}",135000,2009-11-25,"F",FALSE,"L","SEAFORD","LEWES","EAST SUSSEX","A","A"
"168",168,"{B1D7E4D1-F2DA-47A1-BAA6-1B597009559A}",125000,2008-10-31,"T",FALSE,"F","BEXHILL-ON-SEA","ROTHER","EAST SUSSEX","A","A"
"169",169,"{314673BA-39E1-4D09-8015-EE3F764DC511}",147000,2008-01-15,"F",FALSE,"L","TUNBRIDGE WELLS","WEALDEN","EAST SUSSEX","A","A"
"170",170,"{558CD90D-6A85-4E58-AFB9-63E1C7700023}",162500,2008-12-15,"D",FALSE,"F","HASTINGS","HASTINGS","EAST SUSSEX","A","A"
"171",171,"{9FA45F74-B64A-4F64-9A99-ED1DDCCF9831}",450000,2009-11-18,"D",FALSE,"F","BATTLE","ROTHER","EAST SUSSEX","A","A"
"172",172,"{406B2BAD-BE59-43F3-9476-CC316F6EA033}",241000,2009-04-02,"S",FALSE,"F","AYLESBURY","AYLESBURY VALE","BUCKINGHAMSHIRE","A","A"
"173",173,"{0EF796E2-0287-42F3-B70C-596A3D96C678}",210000,2009-10-28,"T",FALSE,"F","HASTINGS","ROTHER","EAST SUSSEX","A","A"
"174",174,"{4BB09E23-529E-4AD9-9DBB-5C549F10DC87}",249995,2009-11-11,"S",FALSE,"F","EASTBOURNE","EASTBOURNE","EAST SUSSEX","A","A"
"175",175,"{A946BF0A-D74A-47D9-9A2C-C5B21530A5C2}",197500,2008-09-19,"T",FALSE,"F","EASTBOURNE","EASTBOURNE","EAST SUSSEX","A","A"
"176",176,"{E2A9539C-EE27-40F5-A93A-B5AA93847B5F}",158000,2008-04-03,"S",FALSE,"F","ST. LEONARDS-ON-SEA","HASTINGS","EAST SUSSEX","A","A"
"177",177,"{7F2B5254-C489-4A3B-8D54-5A7021967D20}",1100000,2008-04-11,"D",FALSE,"F","AYLESBURY","AYLESBURY VALE","BUCKINGHAMSHIRE","A","A"
"178",178,"{0667F6C2-FFAF-4FBF-9BB0-D69CB334F8ED}",760000,2008-03-07,"T",TRUE,"F","MARLOW","WYCOMBE","BUCKINGHAMSHIRE","A","A"
"179",179,"{5E4B9DC1-265E-4C49-89A0-4212EB912E8D}",1e+05,2008-02-08,"S",FALSE,"F","EASTBOURNE","EASTBOURNE","EAST SUSSEX","A","A"
"180",180,"{2A289EA0-A377-CDC8-E050-A8C063054829}",85000,2008-07-25,"T",FALSE,"L","BUCKINGHAM","AYLESBURY VALE","BUCKINGHAMSHIRE","A","A"
"181",181,"{8C3119F1-0071-4413-B3D1-7AB3BC3062DC}",240000,2009-11-26,"F",FALSE,"L","LEWES","LEWES","EAST SUSSEX","A","A"
"182",182,"{CF4E9197-295E-455E-93DF-855C2D684C35}",125000,2008-05-20,"F",FALSE,"L","ST. LEONARDS-ON-SEA","HASTINGS","EAST SUSSEX","A","A"
"183",183,"{2E21D5FA-C98E-4DB2-9DBA-54F5F2AF809B}",470000,2009-08-24,"D",FALSE,"F","HIGH WYCOMBE","WYCOMBE","BUCKINGHAMSHIRE","A","A"
"184",184,"{064A9B6D-6703-4D9E-9EC3-E72FEF1BBD1A}",840000,2009-04-22,"D",FALSE,"F","BEACONSFIELD","SOUTH BUCKS","BUCKINGHAMSHIRE","A","A"
"185",185,"{4B94BA72-1EF4-483F-A9F7-976B5B024536}",294000,2008-01-29,"D",FALSE,"F","CROWBOROUGH","WEALDEN","EAST SUSSEX","A","A"
"186",186,"{5FF5BDF2-87F5-4AC4-9E6F-56175560A6F9}",192500,2009-12-22,"F",FALSE,"L","LEWES","LEWES","EAST SUSSEX","A","A"
"187",187,"{5E2E684E-8971-478C-9356-DF1BD5A28234}",175000,2009-09-07,"S",FALSE,"F","POLEGATE","WEALDEN","EAST SUSSEX","A","A"
"188",188,"{2BD965C6-35D7-49EC-8722-0790C2A2074E}",192000,2008-04-30,"D",FALSE,"F","MILTON KEYNES","AYLESBURY VALE","BUCKINGHAMSHIRE","A","A"
"189",189,"{C8C30BE9-4811-456B-B61C-5115774C5B42}",365000,2009-05-20,"D",FALSE,"F","CHESHAM","CHILTERN","BUCKINGHAMSHIRE","A","A"
"190",190,"{7250448A-4CD9-43DD-A7E9-CB084196106F}",265000,2009-01-22,"S",FALSE,"F","PEACEHAVEN","LEWES","EAST SUSSEX","A","A"
"191",191,"{0C060552-670B-412B-8621-74D5F787EDA7}",104000,2008-07-04,"F",FALSE,"L","HASTINGS","HASTINGS","EAST SUSSEX","A","A"
"192",192,"{54965E29-767A-4D6C-8311-340E7F04E1B9}",235000,2009-11-27,"S",FALSE,"F","SLOUGH","SOUTH BUCKS","BUCKINGHAMSHIRE","A","A"
"193",193,"{CA0E868E-9F97-49AD-ADB6-F8D01523666A}",186250,2008-05-28,"F",FALSE,"L","CROWBOROUGH","WEALDEN","EAST SUSSEX","A","A"
"194",194,"{4BF7D494-11A9-48C1-8A80-1E4C2FB39AAA}",135000,2008-06-02,"T",FALSE,"F","AYLESBURY","AYLESBURY VALE","BUCKINGHAMSHIRE","A","A"
"195",195,"{3A57A2DF-F1B9-491E-A2DB-F01EB4D506EC}",899000,2009-12-17,"S",FALSE,"F","PRINCES RISBOROUGH","WYCOMBE","BUCKINGHAMSHIRE","A","A"
"196",196,"{AFD516E2-D375-4ACD-8AB7-87176A17269E}",115000,2008-08-12,"F",FALSE,"L","EASTBOURNE","EASTBOURNE","EAST SUSSEX","A","A"
"197",197,"{537CD26A-2E7E-4AB9-8314-9C984D73DEFB}",147000,2008-04-15,"F",FALSE,"L","SEAFORD","LEWES","EAST SUSSEX","A","A"
"198",198,"{8495774F-99AF-4906-B4B5-2B2806B41102}",209000,2008-11-05,"T",TRUE,"F","HAILSHAM","WEALDEN","EAST SUSSEX","A","A"
"199",199,"{19913B4B-F8CA-465E-AF0B-47EA6ED45D81}",410000,2008-11-28,"D",FALSE,"F","HAILSHAM","WEALDEN","EAST SUSSEX","A","A"
"200",200,"{61E1669E-6B85-4258-9189-437D81884792}",217500,2009-12-21,"T",FALSE,"F","EASTBOURNE","EASTBOURNE","EAST SUSSEX","A","A"
"201",201,"{CD8139DF-1E32-4DCC-8839-617C7DEAD1AB}",197000,2009-07-24,"T",FALSE,"F","AYLESBURY","AYLESBURY VALE","BUCKINGHAMSHIRE","A","A"
"202",202,"{0608D50C-02D7-40CE-A007-569F9AC84227}",133000,2009-09-18,"F",TRUE,"L","EASTBOURNE","EASTBOURNE","EAST SUSSEX","A","A"
"203",203,"{9F8975DD-B72C-41EB-B372-9D7D620E79AC}",295000,2008-08-20,"S",FALSE,"F","IVER","SOUTH BUCKS","BUCKINGHAMSHIRE","A","A"
"204",204,"{603AF644-6A6C-4146-A13C-4E08D0DFC681}",206000,2009-10-19,"D",FALSE,"F","HAILSHAM","WEALDEN","EAST SUSSEX","A","A"
"205",205,"{AFAA6BB0-CBC7-446E-AF97-1060CA4B42E5}",311500,2009-04-09,"D",FALSE,"F","HIGH WYCOMBE","WYCOMBE","BUCKINGHAMSHIRE","A","A"
"206",206,"{5B548E02-ADE9-4B4F-8ABA-E665476B78FC}",123500,2009-10-12,"T",FALSE,"F","POLEGATE","WEALDEN","EAST SUSSEX","A","A"
"207",207,"{F19911C1-AF82-454E-B89E-83BFBF5C052E}",525000,2009-08-07,"D",FALSE,"F","LEWES","LEWES","EAST SUSSEX","A","A"
"208",208,"{D1EA5302-6DC8-400F-A2C2-22363E6F825C}",174950,2008-11-14,"T",FALSE,"F","EASTBOURNE","EASTBOURNE","EAST SUSSEX","A","A"
"209",209,"{6A3CDF56-8E2B-44F0-B976-46A6B0F34C88}",290000,2009-08-21,"F",FALSE,"L","EASTBOURNE","EASTBOURNE","EAST SUSSEX","A","A"
"210",210,"{3BF6849F-1041-4601-B7E1-CAF3B4E7A3D6}",65000,2008-12-15,"F",TRUE,"L","HASTINGS","HASTINGS","EAST SUSSEX","A","A"
"211",211,"{5808C29F-85BE-4795-BF9B-77DC7B4EFB96}",85000,2008-02-19,"F",FALSE,"L","HASTINGS","HASTINGS","EAST SUSSEX","A","A"
"212",212,"{3AC033EE-D40E-4CA8-A802-E8EE458FF251}",274950,2008-02-15,"D",FALSE,"F","HIGH WYCOMBE","WYCOMBE","BUCKINGHAMSHIRE","A","A"
"213",213,"{F41E42DF-DF27-4515-844C-4A884BE35295}",225000,2009-09-30,"S",FALSE,"F","LEWES","LEWES","EAST SUSSEX","A","A"
"214",214,"{4803E3B2-E2E4-4BC4-A5A6-B53F7EB51EE6}",205000,2009-10-27,"D",FALSE,"F","EASTBOURNE","EASTBOURNE","EAST SUSSEX","A","A"
"215",215,"{1FFCD04C-E4A9-4DA3-9722-10B56EDB11BA}",237000,2009-04-30,"S",FALSE,"F","AYLESBURY","AYLESBURY VALE","BUCKINGHAMSHIRE","A","A"
"216",216,"{886F05B3-C6E7-4BCB-990E-3B715E137AB9}",148000,2009-08-14,"S",FALSE,"F","EASTBOURNE","EASTBOURNE","EAST SUSSEX","A","A"
"217",217,"{BA9193E2-83C0-4C34-A7CB-E760E12584D0}",118000,2009-03-20,"F",TRUE,"L","AYLESBURY","AYLESBURY VALE","BUCKINGHAMSHIRE","A","A"
"218",218,"{4EB8793E-ABA4-4A9A-9376-4AD5AD1AB4B1}",250000,2009-08-03,"D",FALSE,"F","HIGH WYCOMBE","WYCOMBE","BUCKINGHAMSHIRE","A","A"
"219",219,"{6C8AD9BE-2152-4699-978C-F399132D2C23}",250000,2008-06-12,"T",TRUE,"F","AYLESBURY","AYLESBURY VALE","BUCKINGHAMSHIRE","A","A"
"220",220,"{BC616F41-B4A0-4000-A5BB-7D238C805C7E}",160000,2008-10-16,"T",FALSE,"F","HASTINGS","HASTINGS","EAST SUSSEX","A","A"
"221",221,"{FD8E0676-7F6A-4D0D-B254-5CC6738F83C9}",130000,2009-07-10,"S",FALSE,"F","AYLESBURY","AYLESBURY VALE","BUCKINGHAMSHIRE","A","A"
"222",222,"{C674BB86-4FE6-4BE9-BF7B-D1CB126AA092}",225000,2009-08-28,"S",FALSE,"F","RYE","ROTHER","EAST SUSSEX","A","A"
"223",223,"{E03B5421-C575-4FD7-9117-AE5E18D4C5A4}",164000,2009-10-06,"T",FALSE,"F","BUCKINGHAM","AYLESBURY VALE","BUCKINGHAMSHIRE","A","A"
"224",224,"{DF867C60-403C-47C8-804E-6C77101B500F}",192000,2009-09-22,"T",FALSE,"F","DUNSTABLE","AYLESBURY VALE","BUCKINGHAMSHIRE","A","A"
"225",225,"{94E3E7B6-51B4-4D92-A610-7F6EF35430A3}",125000,2008-05-09,"F",TRUE,"L","UCKFIELD","WEALDEN","EAST SUSSEX","A","A"
"226",226,"{0A317910-C921-4D06-8EC9-B1C3D40D1155}",145000,2008-09-19,"F",FALSE,"L","SEAFORD","LEWES","EAST SUSSEX","A","A"
"227",227,"{9C96A1D9-45CF-4BC8-A833-31A464470E5B}",655000,2009-12-11,"D",FALSE,"F","WADHURST","WEALDEN","EAST SUSSEX","A","A"
"228",228,"{2BDE3C44-BBCC-4E30-A1F0-A0C0F19B36D6}",650000,2008-04-04,"D",FALSE,"F","SLOUGH","SOUTH BUCKS","BUCKINGHAMSHIRE","A","A"
"229",229,"{BE97CCF3-444E-4F2B-A3D8-F9E1843FB317}",187750,2009-08-24,"D",FALSE,"F","BEXHILL-ON-SEA","ROTHER","EAST SUSSEX","A","A"
"230",230,"{33EE7C6C-1737-44B0-82DE-0997E8D110B8}",224500,2009-09-04,"D",FALSE,"F","NEWHAVEN","LEWES","EAST SUSSEX","A","A"
"231",231,"{DD4119AE-86C8-4265-B337-4A5C9D68E889}",665000,2009-10-30,"D",FALSE,"F","SLOUGH","SOUTH BUCKS","BUCKINGHAMSHIRE","A","A"
"232",232,"{723AF6DE-3099-4C30-99F1-2D00FF648292}",139000,2009-11-30,"S",FALSE,"F","ST LEONARDS-ON-SEA","HASTINGS","EAST SUSSEX","A","A"
"233",233,"{7711B344-75ED-446B-9FA7-4F00671674C8}",242000,2009-12-18,"S",TRUE,"F","HIGH WYCOMBE","WYCOMBE","BUCKINGHAMSHIRE","A","A"
"234",234,"{C90AF041-5801-42CA-A90A-9E9AD4B9951D}",295000,2009-12-03,"D",FALSE,"F","HASTINGS","ROTHER","EAST SUSSEX","A","A"
"235",235,"{21D08D10-163F-41E8-877D-73445BAD1510}",265000,2009-10-26,"D",FALSE,"F","ST LEONARDS-ON-SEA","HASTINGS","EAST SUSSEX","A","A"
"236",236,"{8CF84705-C24B-45D4-977C-C34A22EA15D2}",145000,2009-09-25,"S",FALSE,"F","EASTBOURNE","EASTBOURNE","EAST SUSSEX","A","A"
"237",237,"{1DB1891D-21F9-463A-A6FD-303FAB113777}",250000,2009-12-11,"D",FALSE,"F","EASTBOURNE","WEALDEN","EAST SUSSEX","A","A"
"238",238,"{F315E3DF-762B-43EA-A9BA-890CE9985CBE}",3e+05,2009-11-12,"D",FALSE,"F","MAIDENHEAD","SOUTH BUCKS","BUCKINGHAMSHIRE","A","A"
"239",239,"{F83C016C-EA7F-4FEB-AD77-B42A1FDEB5E2}",187000,2009-10-30,"F",FALSE,"L","EASTBOURNE","EASTBOURNE","EAST SUSSEX","A","A"
"240",240,"{50CEEC2D-992E-4834-80D7-04004537F6C0}",355000,2009-08-03,"D",FALSE,"F","BEXHILL-ON-SEA","ROTHER","EAST SUSSEX","A","A"
"241",241,"{2A289E9D-CFF5-CDC8-E050-A8C063054829}",4e+05,2009-12-21,"D",FALSE,"F","BEACONSFIELD","SOUTH BUCKS","BUCKINGHAMSHIRE","A","A"
"242",242,"{FD55502B-F6F1-4F3F-BADF-647D1CF86332}",105000,2008-04-14,"T",FALSE,"F","ST. LEONARDS-ON-SEA","HASTINGS","EAST SUSSEX","A","A"
"243",243,"{201E5EA4-2B4A-4843-8C46-5F4AD1433EE3}",86000,2008-06-02,"F",FALSE,"L","AMERSHAM","CHILTERN","BUCKINGHAMSHIRE","A","A"
"244",244,"{67B51678-6631-4F6F-8EFA-D7A5EAFFF51D}",325000,2008-08-21,"D",FALSE,"F","BUCKINGHAM","AYLESBURY VALE","BUCKINGHAMSHIRE","A","A"
"245",245,"{BAD82E4C-EAA6-43B6-B9F9-C513285D1E04}",1e+05,2009-07-31,"F",FALSE,"L","BEXHILL-ON-SEA","ROTHER","EAST SUSSEX","A","A"
"246",246,"{055FA525-01DC-4005-9A08-36F409545B2C}",175000,2009-12-11,"S",FALSE,"F","CROWBOROUGH","WEALDEN","EAST SUSSEX","A","A"
"247",247,"{0A4AA4B7-1BBB-4B9A-B398-70CCC76D1522}",420000,2009-08-24,"D",FALSE,"F","BATTLE","ROTHER","EAST SUSSEX","A","A"
"248",248,"{812A7CE9-6C87-41A6-A0AB-C4CCEB764363}",463500,2009-08-07,"D",FALSE,"F","UCKFIELD","WEALDEN","EAST SUSSEX","A","A"
"249",249,"{1E87CA7A-D8B8-4422-99B1-4ED261161E80}",315000,2009-06-25,"S",FALSE,"F","IVER","SOUTH BUCKS","BUCKINGHAMSHIRE","A","A"
"250",250,"{C25BDECF-E5AD-4E56-AA75-A1390CD9B796}",203500,2009-12-21,"D",FALSE,"F","HAILSHAM","WEALDEN","EAST SUSSEX","A","A"
"251",251,"{40D0EF21-7DA6-4D30-81DF-2B7D78169A77}",235000,2009-07-27,"T",FALSE,"F","BOURNE END","WYCOMBE","BUCKINGHAMSHIRE","A","A"
"252",252,"{DF29888C-776F-43C8-941B-D02A180129B5}",86000,2009-04-01,"S",FALSE,"F","EASTBOURNE","EASTBOURNE","EAST SUSSEX","A","A"
"253",253,"{80B3198C-5472-47E2-97AF-DAE983E98D21}",245000,2008-02-22,"S",FALSE,"F","HIGH WYCOMBE","WYCOMBE","BUCKINGHAMSHIRE","A","A"
"254",254,"{D0002512-730D-43F5-962B-98C69CE5A57B}",220000,2008-02-18,"T",FALSE,"F","HASTINGS","HASTINGS","EAST SUSSEX","A","A"
"255",255,"{D42664D7-7553-4566-ACED-3F802A877D08}",127000,2009-07-13,"T",FALSE,"F","AYLESBURY","AYLESBURY VALE","BUCKINGHAMSHIRE","A","A"
"256",256,"{4179AC48-9761-4AF5-9791-AA410ACE4EA1}",210000,2009-07-21,"F",FALSE,"L","EASTBOURNE","EASTBOURNE","EAST SUSSEX","A","A"
"257",257,"{37FC56EE-6F8D-4F62-BE16-E158AB636F69}",695000,2009-01-23,"D",FALSE,"F","LEWES","WEALDEN","EAST SUSSEX","A","A"
"258",258,"{580E1611-F405-4A5A-9CB3-01BBE6C01B1C}",640000,2009-03-27,"D",FALSE,"F","AYLESBURY","AYLESBURY VALE","BUCKINGHAMSHIRE","A","A"
"259",259,"{2FA101B3-A38F-4421-821E-26686FCEF535}",350000,2008-11-29,"D",FALSE,"F","BEXHILL-ON-SEA","ROTHER","EAST SUSSEX","A","A"
"260",260,"{337BA663-B253-422F-9F07-D61D1C23EC46}",263500,2009-12-04,"D",FALSE,"F","AYLESBURY","AYLESBURY VALE","BUCKINGHAMSHIRE","A","A"
"261",261,"{069C24DD-57A6-4AAF-884C-8FCFB2B872DC}",215000,2008-10-08,"T",FALSE,"F","UCKFIELD","WEALDEN","EAST SUSSEX","A","A"
"262",262,"{7FE2C845-E23F-4DD7-A17D-7883033E5651}",95000,2008-02-29,"S",FALSE,"L","PEACEHAVEN","LEWES","EAST SUSSEX","A","A"
"263",263,"{99288D51-E929-47C6-8378-D4AD042A186E}",160000,2009-05-22,"T",FALSE,"F","PEVENSEY","WEALDEN","EAST SUSSEX","A","A"
"264",264,"{937EB51E-835A-4A7C-BA6B-751EBA67FA23}",299950,2008-05-30,"S",FALSE,"F","AMERSHAM","CHILTERN","BUCKINGHAMSHIRE","A","A"
"265",265,"{2AF9A526-CC5C-4B58-B031-C7A05CCFD96D}",67500,2008-09-12,"T",TRUE,"L","PEACEHAVEN","LEWES","EAST SUSSEX","A","A"
"266",266,"{B9ED0F14-9C97-4D6B-A9FB-B3816626A508}",264000,2008-06-23,"D",FALSE,"F","HASTINGS","ROTHER","EAST SUSSEX","A","A"
"267",267,"{B4C3B763-1E65-4D3C-A645-3F367D2E67FE}",210000,2009-04-02,"F",FALSE,"L","EASTBOURNE","EASTBOURNE","EAST SUSSEX","A","A"
"268",268,"{91E86DC1-F03D-4BCD-8715-2B4A27745EA6}",189950,2009-12-18,"T",FALSE,"F","HIGH WYCOMBE","WYCOMBE","BUCKINGHAMSHIRE","A","A"
"269",269,"{EFF6F922-03F8-4284-9C51-4EC020897D9F}",147500,2008-02-05,"F",FALSE,"L","PEACEHAVEN","LEWES","EAST SUSSEX","A","A"
"270",270,"{05F9CDB8-A908-48F6-8BAD-62999A1F1AA2}",835000,2009-11-20,"D",FALSE,"F","GERRARDS CROSS","SOUTH BUCKS","BUCKINGHAMSHIRE","A","A"
"271",271,"{F21DA30F-2DAA-4706-9E4D-4FEA788104A3}",857000,2008-05-01,"D",FALSE,"F","HEATHFIELD","WEALDEN","EAST SUSSEX","A","A"
"272",272,"{A9A34462-8477-4033-B181-9950B6588556}",82500,2008-07-09,"F",FALSE,"L","HASTINGS","HASTINGS","EAST SUSSEX","A","A"
"273",273,"{55C126B1-F881-4F2F-AB3C-004E092EC2EE}",350000,2008-07-06,"F",FALSE,"L","BURGESS HILL","LEWES","EAST SUSSEX","A","A"
"274",274,"{2ED98364-1CBA-4676-B24D-90E4B0661FCB}",282500,2009-07-31,"D",FALSE,"F","RYE","ROTHER","EAST SUSSEX","A","A"
"275",275,"{06F3197E-3BFE-4894-9B5C-E7C3F0FFD5A1}",485000,2008-04-10,"D",FALSE,"F","LEWES","WEALDEN","EAST SUSSEX","A","A"
"276",276,"{4D332876-2152-4541-B25A-AB98AE635A1B}",200750,2009-12-07,"S",FALSE,"F","HIGH WYCOMBE","WYCOMBE","BUCKINGHAMSHIRE","A","A"
"277",277,"{E04B2D19-DD65-422C-9BDD-367E3C2331EA}",290000,2008-08-01,"D",FALSE,"F","UCKFIELD","WEALDEN","EAST SUSSEX","A","A"
"278",278,"{82ACF9E9-B3D3-4FE5-8879-41FA9403FEDD}",250000,2008-07-30,"D",FALSE,"F","BATTLE","ROTHER","EAST SUSSEX","A","A"
"279",279,"{F143C893-5F47-408E-974B-AFA45ABDB6A4}",145570,2009-07-30,"T",FALSE,"F","ST LEONARDS-ON-SEA","HASTINGS","EAST SUSSEX","A","A"
"280",280,"{047444CC-DB45-4F34-B60A-E76DF012424A}",250000,2008-04-11,"D",FALSE,"F","PEACEHAVEN","LEWES","EAST SUSSEX","A","A"
"281",281,"{48191C5C-DC55-486E-B4E7-3BB2BBFDFD4B}",155000,2009-04-03,"S",FALSE,"F","HIGH WYCOMBE","WYCOMBE","BUCKINGHAMSHIRE","A","A"
"282",282,"{4CECE7B0-7C60-4F06-8605-F0C7277FEF17}",187000,2008-02-11,"F",FALSE,"L","EASTBOURNE","EASTBOURNE","EAST SUSSEX","A","A"
"283",283,"{939E3746-EC7F-4B4E-A732-C33849177EAE}",132500,2009-01-20,"F",FALSE,"L","UCKFIELD","WEALDEN","EAST SUSSEX","A","A"
"284",284,"{5C87DB9A-EA5E-45AE-AB04-318A050431CC}",272500,2009-12-07,"S",FALSE,"F","HIGH WYCOMBE","CHILTERN","BUCKINGHAMSHIRE","A","A"
"285",285,"{D7E17F91-8085-4315-B085-02CE8311E26A}",706000,2008-09-05,"D",FALSE,"F","MILTON KEYNES","AYLESBURY VALE","BUCKINGHAMSHIRE","A","A"
"286",286,"{14679B73-F9D4-41DE-BFDD-05465391CD3B}",223000,2009-01-30,"S",FALSE,"F","HIGH WYCOMBE","WYCOMBE","BUCKINGHAMSHIRE","A","A"
"287",287,"{880B4A21-12FE-4A1C-8CD0-A1EDEF857E06}",175000,2009-07-28,"T",FALSE,"F","EASTBOURNE","EASTBOURNE","EAST SUSSEX","A","A"
"288",288,"{517B978F-3A5A-42A5-809D-15AB926E1858}",194000,2009-09-25,"S",FALSE,"F","ST LEONARDS-ON-SEA","HASTINGS","EAST SUSSEX","A","A"
"289",289,"{5F84AAD0-F9DC-42CE-8EA1-218D4F03B30B}",340000,2008-06-16,"D",FALSE,"F","UCKFIELD","WEALDEN","EAST SUSSEX","A","A"
"290",290,"{13508BCE-8105-413E-9015-DB6741FB2C74}",142000,2008-06-20,"S",FALSE,"F","EASTBOURNE","EASTBOURNE","EAST SUSSEX","A","A"
"291",291,"{6860E4EF-96BA-4BE4-8651-D6A5646B0EE7}",250000,2008-04-11,"S",FALSE,"F","BUCKINGHAM","AYLESBURY VALE","BUCKINGHAMSHIRE","A","A"
"292",292,"{9A6502C3-E495-4F59-B81B-BBEC46497C17}",185000,2008-03-12,"S",FALSE,"F","BEXHILL-ON-SEA","ROTHER","EAST SUSSEX","A","A"
"293",293,"{60738B74-5134-440B-AAAD-39ECBE290711}",80000,2009-01-21,"F",FALSE,"L","EASTBOURNE","EASTBOURNE","EAST SUSSEX","A","A"
"294",294,"{A4510399-B7F2-481E-880F-253F8E70DC0F}",165000,2008-05-23,"T",FALSE,"F","EASTBOURNE","EASTBOURNE","EAST SUSSEX","A","A"
"295",295,"{7EE1B251-6A56-4E96-AC9D-38F0174577F1}",238000,2008-10-24,"D",FALSE,"F","HAILSHAM","WEALDEN","EAST SUSSEX","A","A"
"296",296,"{39ADB4DA-B789-4C70-A040-3F12D787DDDF}",175000,2008-04-02,"F",FALSE,"L","AYLESBURY","AYLESBURY VALE","BUCKINGHAMSHIRE","A","A"
"297",297,"{68CF85FF-C59E-4EF5-8EB1-994EEC575899}",125000,2009-10-23,"F",FALSE,"L","HIGH WYCOMBE","WYCOMBE","BUCKINGHAMSHIRE","A","A"
"298",298,"{5DCC92FD-74A0-44B5-98E8-B7EA23AE1C26}",275000,2009-12-14,"D",FALSE,"F","PEVENSEY","WEALDEN","EAST SUSSEX","A","A"
"299",299,"{4FD761C4-5D86-494C-A36A-63817DAF2BCF}",460750,2008-01-04,"F",FALSE,"L","NEWHAVEN","LEWES","EAST SUSSEX","A","A"
"300",300,"{F58903F9-B44E-4BF7-B129-B47BBC5D4620}",750000,2009-10-27,"D",FALSE,"F","HAYWARDS HEATH","WEALDEN","EAST SUSSEX","A","A"
"301",301,"{85A55561-5A36-4910-A494-2BD32895D48E}",2e+05,2008-10-24,"T",FALSE,"F","BUCKINGHAM","AYLESBURY VALE","BUCKINGHAMSHIRE","A","A"
"302",302,"{A3FD0262-1A8D-4888-94C3-38C421A50CC1}",63000,2008-10-31,"T",FALSE,"F","ETCHINGHAM","ROTHER","EAST SUSSEX","A","A"
"303",303,"{080BE42D-B6E9-4E9E-A535-EE7784A30923}",596000,2009-07-30,"D",FALSE,"F","AMERSHAM","CHILTERN","BUCKINGHAMSHIRE","A","A"
"304",304,"{CC05D643-43F0-4476-B6C1-E12434301C15}",675000,2009-04-09,"D",FALSE,"F","HIGH WYCOMBE","WYCOMBE","BUCKINGHAMSHIRE","A","A"
"305",305,"{F2C188CB-01AE-4C33-9B01-CDDA6D1C584B}",116500,2009-11-20,"F",FALSE,"L","BEXHILL-ON-SEA","ROTHER","EAST SUSSEX","A","A"
