"","...1","Transaction unique identifier","Price","Date of Transfer","Property Type","Old/New","Duration","Town/City","District","County","PPDCategory Type","Record Status - monthly file only"
"10472",10472,"{CA4BB8AF-F82C-460B-AD5F-5E18FC39526D}",250000,2009-03-17,"S",FALSE,"F","EASTBOURNE","EASTBOURNE","EAST SUSSEX","A","A"
"10473",10473,"{18E797F8-B383-477E-80CB-5370F14C5B96}",380000,2008-11-26,"D",FALSE,"F","HIGH WYCOMBE","WYCOMBE","BUCKINGHAMSHIRE","A","A"
"10474",10474,"{8FE5A8C2-4F1F-4909-8119-3041A5AA7E8F}",125000,2008-04-21,"F",FALSE,"L","EASTBOURNE","EASTBOURNE","EAST SUSSEX","A","A"
"10475",10475,"{A5F0445D-5B34-4EA3-B0EB-FE4D34D1E0F4}",228000,2009-09-02,"T",FALSE,"F","HIGH WYCOMBE","WYCOMBE","BUCKINGHAMSHIRE","A","A"
"10476",10476,"{5063026E-5C0C-4D80-97C9-42F73D20B1F8}",225000,2008-03-13,"D",FALSE,"F","BUCKINGHAM","AYLESBURY VALE","BUCKINGHAMSHIRE","A","A"
"10477",10477,"{340D5FAB-DA22-41FF-A4DA-0C1414E1480F}",207000,2008-02-15,"S",FALSE,"F","UCKFIELD","WEALDEN","EAST SUSSEX","A","A"
"10478",10478,"{0A0CD6CC-FE1A-4CED-9C9A-0607FD6DADD1}",250000,2009-12-15,"S",FALSE,"F","UCKFIELD","LEWES","EAST SUSSEX","A","A"
"10479",10479,"{B52105B4-1E34-4310-867D-535C0018D398}",140000,2008-01-30,"S",FALSE,"F","ST. LEONARDS-ON-SEA","HASTINGS","EAST SUSSEX","A","A"
"10480",10480,"{7444BE52-84E9-43AC-B7ED-FE3E996487AD}",174000,2009-11-26,"T",FALSE,"F","AYLESBURY","AYLESBURY VALE","BUCKINGHAMSHIRE","A","A"
"10481",10481,"{7085F68A-C2C0-405C-914B-E071B9348973}",118000,2009-03-16,"F",FALSE,"L","HIGH WYCOMBE","WYCOMBE","BUCKINGHAMSHIRE","A","A"
"10482",10482,"{A41B5627-27D2-434F-9666-C92586DB2EFC}",210000,2009-09-03,"S",FALSE,"F","AYLESBURY","AYLESBURY VALE","BUCKINGHAMSHIRE","A","A"
"10483",10483,"{82162ECB-1F6D-428F-BD8E-A09D6F3262D7}",174950,2009-07-24,"T",FALSE,"F","BUCKINGHAM","AYLESBURY VALE","BUCKINGHAMSHIRE","A","A"
"10484",10484,"{E16FC248-A523-46CD-925A-2767A9F5549C}",725000,2008-10-24,"D",FALSE,"F","GERRARDS CROSS","SOUTH BUCKS","BUCKINGHAMSHIRE","A","A"
"10485",10485,"{05D51262-0EF7-4ACB-9E99-62D98C9C4714}",145333,2009-07-15,"S",TRUE,"F","EASTBOURNE","EASTBOURNE","EAST SUSSEX","A","A"
"10486",10486,"{3D41FB06-C1AA-49F7-9DC4-2BB23A310B7B}",145000,2009-07-20,"T",FALSE,"F","HAILSHAM","WEALDEN","EAST SUSSEX","A","A"
"10487",10487,"{F2BC2671-0912-484F-9153-4C0B6012160D}",153000,2008-02-11,"S",FALSE,"L","ST. LEONARDS-ON-SEA","HASTINGS","EAST SUSSEX","A","A"
"10488",10488,"{612630ED-BBDC-475D-90C8-AA6717C5356A}",208000,2008-07-07,"T",FALSE,"F","EASTBOURNE","EASTBOURNE","EAST SUSSEX","A","A"
"10489",10489,"{90CA7D20-51DE-453C-BC3C-F085CF9FA1F7}",76950,2009-12-03,"F",FALSE,"L","ST LEONARDS-ON-SEA","HASTINGS","EAST SUSSEX","A","A"
"10490",10490,"{0F99AE03-1EA8-492C-AF55-6CA158C989E3}",275000,2009-06-19,"D",FALSE,"F","BEXHILL-ON-SEA","ROTHER","EAST SUSSEX","A","A"
"10491",10491,"{94364252-C6A9-468A-8696-5FDDBA53B05F}",142250,2008-12-03,"F",FALSE,"L","ST. LEONARDS-ON-SEA","HASTINGS","EAST SUSSEX","A","A"
"10492",10492,"{783BAE34-D655-44C6-8058-73B0F79348D6}",395000,2009-07-01,"T",FALSE,"F","LEWES","LEWES","EAST SUSSEX","A","A"
"10493",10493,"{E9EE15F1-B95A-45A2-9939-3D23E6EAE2FE}",150000,2008-12-08,"T",FALSE,"F","CHESHAM","CHILTERN","BUCKINGHAMSHIRE","A","A"
"10494",10494,"{3BF40196-DDCD-4519-B304-E1C7DEB3F8BF}",290000,2008-08-08,"F",TRUE,"L","MAIDENHEAD","SOUTH BUCKS","BUCKINGHAMSHIRE","A","A"
"10495",10495,"{119878C2-678E-43D4-8BDE-D8C6D1293C0E}",125000,2008-07-23,"T",FALSE,"F","BEXHILL-ON-SEA","ROTHER","EAST SUSSEX","A","A"
"10496",10496,"{16BE466C-BB3A-4D61-8112-5C02EB8F9F7E}",50000,2009-05-28,"F",FALSE,"L","BEXHILL-ON-SEA","ROTHER","EAST SUSSEX","A","A"
"10497",10497,"{D6DC3886-2050-4C14-95D5-CE2A3E38BA49}",540000,2009-09-04,"S",FALSE,"F","CROWBOROUGH","WEALDEN","EAST SUSSEX","A","A"
"10498",10498,"{F66BE113-ABB6-48D1-B5FB-418844741A61}",172500,2009-12-22,"F",FALSE,"L","NEWHAVEN","LEWES","EAST SUSSEX","A","A"
"10499",10499,"{8B0C0EA4-2D6B-4A53-9CB6-B00372A651AC}",370000,2008-08-15,"D",FALSE,"F","SEAFORD","LEWES","EAST SUSSEX","A","A"
"10500",10500,"{10FFC3C7-59D9-4C0B-96AC-0380EBA6C475}",250000,2009-09-23,"D",TRUE,"F","AYLESBURY","AYLESBURY VALE","BUCKINGHAMSHIRE","A","A"
"10501",10501,"{199717AB-3DD4-4432-8040-41F6C8104FB8}",465000,2008-11-25,"D",FALSE,"F","DUNSTABLE","AYLESBURY VALE","BUCKINGHAMSHIRE","A","A"
"10502",10502,"{E1E5124A-389E-43B0-BFB1-EFD4720C3DE2}",175000,2009-12-11,"T",FALSE,"F","BEXHILL-ON-SEA","ROTHER","EAST SUSSEX","A","A"
"10503",10503,"{BC23B07D-DD89-4A38-8240-28CB2F17C95B}",199950,2009-02-20,"S",FALSE,"F","SEAFORD","LEWES","EAST SUSSEX","A","A"
"10504",10504,"{20695A7A-85F7-40C1-8B5F-8D0554937F55}",530000,2009-05-14,"D",FALSE,"F","SEAFORD","LEWES","EAST SUSSEX","A","A"
"10505",10505,"{375B0592-6E30-41DC-8EF2-3797695C02C5}",209995,2008-01-23,"F",TRUE,"L","AYLESBURY","AYLESBURY VALE","BUCKINGHAMSHIRE","A","A"
"10506",10506,"{CB83EA1A-7232-4A43-9B51-FA004157DABE}",237000,2009-05-15,"T",TRUE,"F","AYLESBURY","AYLESBURY VALE","BUCKINGHAMSHIRE","A","A"
"10507",10507,"{0F53DA25-0BD7-4736-8730-4682B1FA362D}",125000,2009-06-05,"T",FALSE,"F","HAILSHAM","WEALDEN","EAST SUSSEX","A","A"
"10508",10508,"{2A289EA0-21DB-CDC8-E050-A8C063054829}",5e+05,2008-02-22,"T",FALSE,"F","EASTBOURNE","EASTBOURNE","EAST SUSSEX","A","A"
"10509",10509,"{393590BC-D529-4119-8F92-042EBE5D4921}",97500,2009-09-10,"F",FALSE,"L","SEAFORD","LEWES","EAST SUSSEX","A","A"
"10510",10510,"{CBCD01A1-BEEA-4BE8-A022-34BD710047E6}",245000,2009-12-03,"T",FALSE,"F","LEWES","LEWES","EAST SUSSEX","A","A"
"10511",10511,"{D39EBCBE-93B8-4DEF-AAF2-F9825B6069DA}",217000,2009-05-29,"D",FALSE,"F","SEAFORD","LEWES","EAST SUSSEX","A","A"
"10512",10512,"{1F34CBF0-A2A7-43B2-B7B2-432E7CA94AEB}",290000,2009-09-07,"S",FALSE,"F","HIGH WYCOMBE","WYCOMBE","BUCKINGHAMSHIRE","A","A"
"10513",10513,"{29A6E8E5-FC3A-4562-9105-ECDA52666CD5}",238000,2008-01-04,"D",TRUE,"F","HASTINGS","HASTINGS","EAST SUSSEX","A","A"
"10514",10514,"{F051436D-6747-4690-B7E1-EC6950C71506}",149999,2008-04-28,"S",FALSE,"F","ST. LEONARDS-ON-SEA","HASTINGS","EAST SUSSEX","A","A"
"10515",10515,"{E7713FE3-0FA4-4637-8776-3E81E365A5F2}",145000,2008-02-29,"T",FALSE,"F","ST. LEONARDS-ON-SEA","HASTINGS","EAST SUSSEX","A","A"
"10516",10516,"{149256BD-620C-438D-B829-987B6F7EC3F8}",225000,2008-05-19,"T",FALSE,"F","AYLESBURY","AYLESBURY VALE","BUCKINGHAMSHIRE","A","A"
"10517",10517,"{33B1814C-3177-457E-8F77-13442BD7C2EA}",192000,2008-05-02,"D",FALSE,"F","ST. LEONARDS-ON-SEA","HASTINGS","EAST SUSSEX","A","A"
"10518",10518,"{FAF67002-85FC-4026-9C3F-406F063E057B}",170000,2009-07-31,"T",FALSE,"F","ST LEONARDS-ON-SEA","HASTINGS","EAST SUSSEX","A","A"
"10519",10519,"{971CFB6B-84FE-4BFD-8080-FD9AB3DEB55E}",1e+05,2009-10-07,"F",FALSE,"L","HIGH WYCOMBE","WYCOMBE","BUCKINGHAMSHIRE","A","A"
"10520",10520,"{832B52E1-E503-4029-B44C-BF6857AD2E46}",107000,2008-06-12,"F",FALSE,"L","EASTBOURNE","EASTBOURNE","EAST SUSSEX","A","A"
"10521",10521,"{5DA3CCFC-D728-4073-93BC-04B8E0849531}",217000,2008-06-30,"F",TRUE,"L","HIGH WYCOMBE","WYCOMBE","BUCKINGHAMSHIRE","A","A"
"10522",10522,"{50F1D9E5-82AE-4F3D-A264-E7B01033346C}",92500,2009-02-27,"F",FALSE,"L","EASTBOURNE","EASTBOURNE","EAST SUSSEX","A","A"
"10523",10523,"{57103A13-D152-4697-8381-0F95E444B132}",350000,2009-10-16,"S",FALSE,"F","AMERSHAM","CHILTERN","BUCKINGHAMSHIRE","A","A"
"10524",10524,"{D9E922CA-444C-48F2-ACA4-FA9A62557043}",190000,2008-02-01,"S",FALSE,"F","HASTINGS","HASTINGS","EAST SUSSEX","A","A"
"10525",10525,"{B70C2FC5-C197-42C4-837E-36EC14692EA0}",179000,2008-09-30,"F",TRUE,"L","HIGH WYCOMBE","WYCOMBE","BUCKINGHAMSHIRE","A","A"
"10526",10526,"{827B7BAD-263B-4B2D-8A2A-A01539B2BE01}",162000,2009-05-20,"T",FALSE,"F","SEAFORD","LEWES","EAST SUSSEX","A","A"
"10527",10527,"{70F0CA69-CDB7-4B44-80F9-8CF145712830}",222000,2008-07-25,"T",FALSE,"F","ROBERTSBRIDGE","ROTHER","EAST SUSSEX","A","A"
"10528",10528,"{21CA5294-401B-4829-AA45-424BE166A6F9}",1595000,2009-06-05,"D",FALSE,"F","GERRARDS CROSS","SOUTH BUCKS","BUCKINGHAMSHIRE","A","A"
"10529",10529,"{DD75636C-2B9A-4BF9-8243-80705E29902C}",9e+05,2009-09-29,"D",TRUE,"F","BEACONSFIELD","SOUTH BUCKS","BUCKINGHAMSHIRE","A","A"
"10530",10530,"{44AA0695-DEA4-4B5E-ABB3-4CB49814DF5B}",140000,2008-03-17,"F",FALSE,"L","HIGH WYCOMBE","WYCOMBE","BUCKINGHAMSHIRE","A","A"
"10531",10531,"{4E0FE8C8-AEAF-4BF6-BFC6-67147514E730}",627500,2008-07-28,"D",FALSE,"F","AMERSHAM","CHILTERN","BUCKINGHAMSHIRE","A","A"
"10532",10532,"{C767AD0F-6952-4843-AEA2-D22420866394}",442500,2008-08-06,"D",FALSE,"F","HIGH WYCOMBE","WYCOMBE","BUCKINGHAMSHIRE","A","A"
"10533",10533,"{E1106D67-2A8C-41BD-A35B-E19601296442}",137000,2008-06-02,"T",FALSE,"F","BATTLE","ROTHER","EAST SUSSEX","A","A"
"10534",10534,"{4543818E-B91B-499E-848B-31DC1743088A}",189000,2009-08-14,"S",FALSE,"F","SEAFORD","LEWES","EAST SUSSEX","A","A"
"10535",10535,"{3DCD6B47-BB1B-467E-A688-811A8D8081D7}",430000,2008-04-07,"D",FALSE,"F","IVER","SOUTH BUCKS","BUCKINGHAMSHIRE","A","A"
"10536",10536,"{C47D50B9-E577-4E07-AE0E-8FDB263B5C2C}",710875,2008-01-24,"D",FALSE,"F","HIGH WYCOMBE","WYCOMBE","BUCKINGHAMSHIRE","A","A"
"10537",10537,"{DFC51573-D668-4612-8259-5A813D68E51B}",112500,2008-08-08,"T",FALSE,"F","NEWHAVEN","LEWES","EAST SUSSEX","A","A"
"10538",10538,"{2A289EA1-8D8A-CDC8-E050-A8C063054829}",633000,2008-05-30,"D",FALSE,"F","HEATHFIELD","WEALDEN","EAST SUSSEX","A","A"
"10539",10539,"{39B11A10-7CDC-45A8-8D40-565E86039B9B}",210000,2009-09-28,"D",FALSE,"F","BATTLE","WEALDEN","EAST SUSSEX","A","A"
"10540",10540,"{2F06E2BD-5C36-4F64-B83B-103BDF929B70}",155000,2009-09-16,"S",FALSE,"F","HASTINGS","ROTHER","EAST SUSSEX","A","A"
"10541",10541,"{C0A3F999-2F92-4529-A339-8BA97C933890}",130000,2008-05-13,"F",FALSE,"L","EASTBOURNE","EASTBOURNE","EAST SUSSEX","A","A"
"10542",10542,"{663F6E4B-8C40-4905-88BD-E838227E43DE}",170000,2009-12-23,"S",FALSE,"F","LEIGHTON BUZZARD","AYLESBURY VALE","BUCKINGHAMSHIRE","A","A"
"10543",10543,"{50F2CFC7-1201-4F89-AD8E-7C9C6EA24472}",243000,2008-03-31,"D",FALSE,"F","HIGH WYCOMBE","WYCOMBE","BUCKINGHAMSHIRE","A","A"
"10544",10544,"{4C6DC475-C8DF-4C2F-957C-58DBA7E8CBB5}",250000,2008-08-13,"D",FALSE,"F","RYE","ROTHER","EAST SUSSEX","A","A"
"10545",10545,"{A02A662B-C3A8-4945-A88E-0D5029D76B6F}",247500,2009-08-20,"D",FALSE,"F","CROWBOROUGH","WEALDEN","EAST SUSSEX","A","A"
"10546",10546,"{A3257ECD-7C2E-4537-AEC0-9A6CA84915B8}",390000,2009-06-03,"D",FALSE,"F","PEVENSEY","WEALDEN","EAST SUSSEX","A","A"
"10547",10547,"{49626132-30E6-405B-A161-E9E8CE660EA8}",98000,2009-06-17,"T",FALSE,"F","HASTINGS","HASTINGS","EAST SUSSEX","A","A"
"10548",10548,"{EA06BBE4-23CB-40BA-B6B6-C2544DAF4FC4}",84000,2008-12-19,"F",FALSE,"L","BEXHILL-ON-SEA","ROTHER","EAST SUSSEX","A","A"
"10549",10549,"{4CE28240-0D6B-4F41-A488-359B75C9AF16}",225000,2009-12-11,"S",FALSE,"F","AYLESBURY","AYLESBURY VALE","BUCKINGHAMSHIRE","A","A"
"10550",10550,"{2A289EA0-8494-CDC8-E050-A8C063054829}",115000,2009-10-15,"F",FALSE,"L","ST LEONARDS-ON-SEA","ROTHER","EAST SUSSEX","A","A"
"10551",10551,"{35DDCD27-C6AD-4D18-8946-E1954BA5EF74}",220000,2009-05-22,"D",FALSE,"F","WADHURST","ROTHER","EAST SUSSEX","A","A"
"10552",10552,"{757093D8-3556-4164-B5BF-B827B4035732}",365000,2009-01-26,"D",FALSE,"F","HAILSHAM","WEALDEN","EAST SUSSEX","A","A"
"10553",10553,"{BFD2EB09-3ADD-4778-8E5D-E6CC672141A4}",180000,2008-02-14,"S",FALSE,"F","HIGH WYCOMBE","WYCOMBE","BUCKINGHAMSHIRE","A","A"
"10554",10554,"{DFC12179-8CAC-4D5F-8BFB-6AE3BD84F7F8}",148000,2009-05-01,"F",FALSE,"L","HIGH WYCOMBE","WYCOMBE","BUCKINGHAMSHIRE","A","A"
"10555",10555,"{A2DFADAE-E1CB-4323-B001-1C101780EEE7}",360000,2008-10-15,"T",FALSE,"F","LEWES","LEWES","EAST SUSSEX","A","A"
"10556",10556,"{B53B0EA9-357E-4CE5-BA1C-E62F26715336}",427500,2008-05-08,"D",FALSE,"F","HAILSHAM","WEALDEN","EAST SUSSEX","A","A"
"10557",10557,"{91E46B37-C5D5-4D3F-9042-24A14211B075}",285000,2009-09-17,"D",FALSE,"F","PEVENSEY","WEALDEN","EAST SUSSEX","A","A"
"10558",10558,"{AE9296D3-0731-4A36-BE8B-ED422AB6F079}",175000,2009-08-14,"T",TRUE,"F","AYLESBURY","AYLESBURY VALE","BUCKINGHAMSHIRE","A","A"
"10559",10559,"{B9A9BDB7-0CBF-4463-BE0D-56AE8A9F0DB0}",115000,2009-12-14,"F",FALSE,"L","BEXHILL-ON-SEA","ROTHER","EAST SUSSEX","A","A"
"10560",10560,"{BE374F2F-F169-4BDA-9262-7E7807CF849D}",209000,2008-05-16,"S",FALSE,"F","EASTBOURNE","EASTBOURNE","EAST SUSSEX","A","A"
"10561",10561,"{9965ECFC-2E26-4531-A2E5-CDBBD18DF67C}",140000,2009-08-04,"T",FALSE,"F","ST LEONARDS-ON-SEA","HASTINGS","EAST SUSSEX","A","A"
"10562",10562,"{D59B2FD3-4498-4C86-A137-327F58D5C826}",115000,2009-09-10,"D",TRUE,"F","BEXHILL-ON-SEA","ROTHER","EAST SUSSEX","A","A"
"10563",10563,"{73A1DD65-10E3-4218-BC29-2BF83D011150}",192500,2009-12-10,"T",FALSE,"F","AYLESBURY","AYLESBURY VALE","BUCKINGHAMSHIRE","A","A"
"10564",10564,"{C9176333-829C-412A-89A9-255E920C92DE}",145000,2009-08-18,"S",FALSE,"F","ST LEONARDS-ON-SEA","HASTINGS","EAST SUSSEX","A","A"
"10565",10565,"{2D7C1E3A-E576-43E2-A673-414B6EEDDFD4}",735000,2008-01-16,"D",FALSE,"F","GERRARDS CROSS","SOUTH BUCKS","BUCKINGHAMSHIRE","A","A"
"10566",10566,"{5BF9802D-FE1E-4AC1-A55F-FB3E2604B3CF}",188000,2008-04-25,"T",FALSE,"F","EASTBOURNE","EASTBOURNE","EAST SUSSEX","A","A"
"10567",10567,"{F7D5789B-0CA8-47B7-8974-937B9644037B}",215000,2009-11-30,"S",FALSE,"F","POLEGATE","WEALDEN","EAST SUSSEX","A","A"
"10568",10568,"{3435C227-27C0-479C-91DB-3661B1B7FE41}",3e+05,2009-03-13,"D",FALSE,"F","DUNSTABLE","AYLESBURY VALE","BUCKINGHAMSHIRE","A","A"
"10569",10569,"{7F321F89-BC36-4580-989D-E522CC5EC092}",192000,2009-12-01,"S",FALSE,"F","PEACEHAVEN","LEWES","EAST SUSSEX","A","A"
"10570",10570,"{5C7A7C55-49D1-4308-A420-79CF077463EF}",1087500,2009-09-10,"D",FALSE,"F","RICKMANSWORTH","CHILTERN","BUCKINGHAMSHIRE","A","A"
"10571",10571,"{1DE5E5DA-7A19-44A4-A964-8FFA67A78439}",368000,2009-07-30,"T",FALSE,"F","BOURNE END","WYCOMBE","BUCKINGHAMSHIRE","A","A"
"10572",10572,"{622DF5E0-E973-465E-87C0-27A6428311FC}",235000,2008-01-11,"S",FALSE,"F","HIGH WYCOMBE","WYCOMBE","BUCKINGHAMSHIRE","A","A"
"10573",10573,"{A9B517C0-607C-43BE-86D7-E972227A7B46}",195000,2009-08-14,"D",FALSE,"F","HASTINGS","HASTINGS","EAST SUSSEX","A","A"
"10574",10574,"{C8AACBF4-AD18-4DBA-8CCF-FCEBEA3BDA94}",75000,2009-09-25,"F",TRUE,"L","GERRARDS CROSS","SOUTH BUCKS","BUCKINGHAMSHIRE","A","A"
"10575",10575,"{B3DCB98A-8D3C-4AFF-AB09-5993EB9E6EB8}",110000,2008-08-18,"T",FALSE,"F","EASTBOURNE","EASTBOURNE","EAST SUSSEX","A","A"
"10576",10576,"{C54217C7-64FE-45CF-BA8B-F88393089A60}",155000,2008-03-04,"T",FALSE,"F","HASTINGS","HASTINGS","EAST SUSSEX","A","A"
"10577",10577,"{E0F33E5C-07D2-493B-9ED5-D6D8C76A533C}",155000,2009-02-05,"F",FALSE,"L","EASTBOURNE","EASTBOURNE","EAST SUSSEX","A","A"
"10578",10578,"{D5AF6D27-0F57-4808-8BFA-6CA919FFB018}",229000,2008-06-06,"S",FALSE,"F","AYLESBURY","AYLESBURY VALE","BUCKINGHAMSHIRE","A","A"
"10579",10579,"{16EF2B2D-32AC-414C-974F-EBC3BB064139}",335000,2009-06-26,"D",FALSE,"F","CHESHAM","CHILTERN","BUCKINGHAMSHIRE","A","A"
"10580",10580,"{D6C291E9-C6C1-4BBE-A1CF-396439AC596D}",285000,2008-04-18,"S",FALSE,"F","HIGH WYCOMBE","WYCOMBE","BUCKINGHAMSHIRE","A","A"
"10581",10581,"{A739160F-8677-483B-818B-2A6475D2C440}",237500,2009-07-17,"D",FALSE,"F","SEAFORD","LEWES","EAST SUSSEX","A","A"
"10582",10582,"{2AC1FF96-5C03-4DF5-A3D3-4CEB38173A71}",210000,2009-09-07,"S",FALSE,"F","HIGH WYCOMBE","WYCOMBE","BUCKINGHAMSHIRE","A","A"
"10583",10583,"{CBF825B9-33AE-4A1D-8B26-EF714D8ECE6E}",170000,2009-04-24,"T",FALSE,"F","EASTBOURNE","EASTBOURNE","EAST SUSSEX","A","A"
"10584",10584,"{17B03FA5-851F-4849-A2FC-E9E8B18E99BC}",135000,2009-09-02,"T",FALSE,"F","AYLESBURY","AYLESBURY VALE","BUCKINGHAMSHIRE","A","A"
"10585",10585,"{608832B3-AD5A-4821-8B2F-2548B9B5C456}",103500,2009-04-27,"F",FALSE,"L","SEAFORD","LEWES","EAST SUSSEX","A","A"
"10586",10586,"{2F221461-B800-4CCB-8E6A-E80DB8A257AE}",245000,2009-11-02,"D",FALSE,"F","ST LEONARDS-ON-SEA","HASTINGS","EAST SUSSEX","A","A"
"10587",10587,"{CBE5E198-A9CA-46FE-ACA0-1B092CA687A7}",170000,2009-12-23,"T",FALSE,"F","WADHURST","WEALDEN","EAST SUSSEX","A","A"
"10588",10588,"{2103CE03-4800-4E54-9F1B-8B5573F317CD}",195000,2009-01-23,"F",FALSE,"L","AMERSHAM","CHILTERN","BUCKINGHAMSHIRE","A","A"
"10589",10589,"{0C0E0F73-0D5E-412F-9E50-DA6AB44B56D0}",850000,2009-10-15,"D",FALSE,"F","CHALFONT ST GILES","CHILTERN","BUCKINGHAMSHIRE","A","A"
"10590",10590,"{D0E426D1-F315-4FDE-A855-3391B1609854}",245000,2008-05-13,"S",FALSE,"F","HIGH WYCOMBE","WYCOMBE","BUCKINGHAMSHIRE","A","A"
"10591",10591,"{0BFF222C-7DEA-4866-8A6E-34B1497A642B}",165000,2008-08-29,"F",FALSE,"L","BATTLE","ROTHER","EAST SUSSEX","A","A"
"10592",10592,"{76135C59-5605-4444-812B-0360D08FAEB0}",390000,2009-12-04,"T",FALSE,"F","HASTINGS","ROTHER","EAST SUSSEX","A","A"
"10593",10593,"{C132EC96-6709-4599-9133-5F6DFD1AEF89}",235000,2009-03-24,"S",TRUE,"F","AYLESBURY","AYLESBURY VALE","BUCKINGHAMSHIRE","A","A"
"10594",10594,"{B889FADA-60FC-41E5-B8DA-DFEFBE970630}",169000,2008-06-09,"T",FALSE,"F","POLEGATE","WEALDEN","EAST SUSSEX","A","A"
"10595",10595,"{4874B16B-44E9-450C-A044-DED288421C62}",340000,2008-05-02,"T",TRUE,"F","SLOUGH","SOUTH BUCKS","BUCKINGHAMSHIRE","A","A"
"10596",10596,"{27257A28-13FF-4997-90B2-941F29B07F0A}",420000,2009-07-10,"T",FALSE,"F","LEWES","LEWES","EAST SUSSEX","A","A"
"10597",10597,"{832B3E19-0964-41A0-981D-2BA22ED5E3D0}",420000,2008-08-19,"D",FALSE,"F","HIGH WYCOMBE","CHILTERN","BUCKINGHAMSHIRE","A","A"
"10598",10598,"{B39CB19A-FF73-4F34-9EF1-BAEB7255B5C2}",102000,2009-09-04,"F",FALSE,"L","AYLESBURY","AYLESBURY VALE","BUCKINGHAMSHIRE","A","A"
"10599",10599,"{ED5375DE-6E40-459D-BAE9-E0A1B3D2F45F}",150000,2008-07-21,"F",TRUE,"L","ST. LEONARDS-ON-SEA","HASTINGS","EAST SUSSEX","A","A"
"10600",10600,"{80732249-1219-4457-BDFA-12BF4D76D70C}",130000,2008-09-02,"F",FALSE,"L","BEXHILL-ON-SEA","ROTHER","EAST SUSSEX","A","A"
"10601",10601,"{5B4D84FB-E9E5-40A8-93B0-A6BD1A2C8DD4}",249950,2009-05-20,"S",FALSE,"F","BEACONSFIELD","CHILTERN","BUCKINGHAMSHIRE","A","A"
"10602",10602,"{E64943CF-75F9-4187-B3A7-43A4519A843D}",282000,2009-05-15,"S",FALSE,"F","BATTLE","ROTHER","EAST SUSSEX","A","A"
"10603",10603,"{81813648-16A7-458B-8632-EF42339DBCBF}",235000,2008-10-13,"T",FALSE,"F","LEWES","LEWES","EAST SUSSEX","A","A"
"10604",10604,"{6CEEB076-535F-49AD-93FE-15DC587508F2}",401000,2008-07-11,"D",FALSE,"F","MAIDENHEAD","SOUTH BUCKS","BUCKINGHAMSHIRE","A","A"
"10605",10605,"{671751F1-815B-448B-AF09-7C2132C55CE8}",1e+05,2009-10-06,"F",FALSE,"L","BEXHILL-ON-SEA","ROTHER","EAST SUSSEX","A","A"
"10606",10606,"{E0EF2C64-D5D6-4441-AB03-ADBEF4430FB9}",347500,2008-12-02,"D",FALSE,"F","AYLESBURY","AYLESBURY VALE","BUCKINGHAMSHIRE","A","A"
"10607",10607,"{5E777C3E-E787-4EFD-A3F2-96D2514E2A75}",195000,2008-07-04,"S",FALSE,"F","AYLESBURY","AYLESBURY VALE","BUCKINGHAMSHIRE","A","A"
"10608",10608,"{3FE2A606-7D3C-4B78-948A-55B440284819}",335000,2009-07-31,"S",FALSE,"F","LEWES","LEWES","EAST SUSSEX","A","A"
"10609",10609,"{F7D478DA-AD43-4FBB-90D7-5395EE103E96}",194000,2009-09-16,"D",FALSE,"F","HASTINGS","HASTINGS","EAST SUSSEX","A","A"
"10610",10610,"{2B4ED9D8-6580-4794-B960-E977FEED2035}",190000,2009-02-24,"S",FALSE,"F","HAILSHAM","WEALDEN","EAST SUSSEX","A","A"
"10611",10611,"{8064682B-591A-4E14-9997-593CE3E3B88B}",305000,2008-11-20,"D",FALSE,"F","BATTLE","ROTHER","EAST SUSSEX","A","A"
"10612",10612,"{74CA73D6-BEE8-463D-ABE3-5B94961EBEAB}",187500,2008-05-02,"F",TRUE,"L","AYLESBURY","AYLESBURY VALE","BUCKINGHAMSHIRE","A","A"
"10613",10613,"{7094B1F1-43C9-49CF-BFE8-EAA0630BA3B8}",160000,2009-04-06,"T",FALSE,"F","ST LEONARDS-ON-SEA","HASTINGS","EAST SUSSEX","A","A"
"10614",10614,"{9EF4DA2F-8A0F-45F0-B7A8-0405161937C0}",114000,2009-03-24,"F",TRUE,"L","AYLESBURY","AYLESBURY VALE","BUCKINGHAMSHIRE","A","A"
"10615",10615,"{0A9A969A-2E98-46C7-AEB4-463EF5599A54}",249950,2008-02-26,"S",FALSE,"F","EASTBOURNE","WEALDEN","EAST SUSSEX","A","A"
"10616",10616,"{F1593129-3957-47A4-A233-7E1EC6EE906E}",260000,2008-10-17,"D",FALSE,"F","BUCKINGHAM","AYLESBURY VALE","BUCKINGHAMSHIRE","A","A"
"10617",10617,"{18410794-7F28-4D2A-BBFF-66996F3B75CB}",150000,2008-03-26,"F",FALSE,"L","NEWHAVEN","LEWES","EAST SUSSEX","A","A"
"10618",10618,"{031240E3-764D-4801-8033-752198FE2A7C}",146000,2008-03-28,"T",FALSE,"F","ST. LEONARDS-ON-SEA","HASTINGS","EAST SUSSEX","A","A"
"10619",10619,"{7A337EC2-88D5-4A30-80CD-326369B8DB4B}",245000,2008-09-05,"D",FALSE,"F","HAILSHAM","WEALDEN","EAST SUSSEX","A","A"
"10620",10620,"{E840A452-3EFC-4083-8E38-5A45FACA910D}",145000,2008-08-04,"T",FALSE,"F","HIGH WYCOMBE","WYCOMBE","BUCKINGHAMSHIRE","A","A"
